,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
3559,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Large,3
3560,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Special,Offer1,Agent,Four-Door Car,Small,1
3561,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate,Offer1,Agent,Luxury SUV,Medsize,1
3562,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,2
3563,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Divorced,Corporate,Offer1,Call Center,Four-Door Car,Medsize,2
3564,Nevada,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Offer4,Call Center,Two-Door Car,Medsize,2
3565,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer4,Web,Two-Door Car,Medsize,2
3566,California,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal,Offer2,Branch,SUV,Medsize,3
3567,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,3
3568,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Call Center,Four-Door Car,Medsize,3
3569,California,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Web,Two-Door Car,Medsize,3
3570,Oregon,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,1
3571,Arizona,No,Extended,Doctor,Medical Leave,F,Urban,Married,Personal,Offer2,Web,Sports Car,Small,2
3572,Nevada,Yes,Premium,College,Employed,M,Suburban,Single,Personal,Offer2,Branch,Sports Car,Medsize,2
3573,Arizona,No,Basic,College,Employed,F,Suburban,Married,Special,Offer4,Agent,Four-Door Car,Medsize,2
3574,Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal,Offer4,Branch,Two-Door Car,Medsize,2
3575,California,No,Extended,College,Medical Leave,F,Suburban,Married,Personal,Offer4,Branch,Two-Door Car,Large,1
3576,California,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Small,3
3577,Nevada,No,Basic,Master,Employed,F,Rural,Single,Personal,Offer1,Branch,SUV,Medsize,3
3578,Oregon,Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,2
3579,Oregon,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal,Offer4,Call Center,Two-Door Car,Medsize,2
3580,Nevada,Yes,Basic,College,Unemployed,F,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,3
3581,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,1
3582,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Large,3
3583,Arizona,No,Basic,College,Employed,M,Rural,Divorced,Special,Offer1,Agent,Four-Door Car,Small,1
3584,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal,Offer3,Web,SUV,Medsize,3
3585,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,3
3586,California,No,Premium,High School or Below,Employed,F,Urban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,3
3587,Washington,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,2
3588,Nevada,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Web,Two-Door Car,Medsize,3
3589,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Call Center,Four-Door Car,Large,1
3590,Oregon,No,Extended,College,Employed,M,Urban,Divorced,Corporate,Offer1,Agent,Four-Door Car,Medsize,2
3591,Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal,Offer2,Agent,SUV,Medsize,3
3592,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3593,California,No,Extended,Doctor,Employed,F,Rural,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,3
3594,California,No,Basic,College,Employed,M,Rural,Single,Personal,Offer4,Call Center,Four-Door Car,Medsize,3
3595,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer3,Branch,SUV,Medsize,1
3596,Oregon,No,Extended,Master,Employed,M,Rural,Divorced,Personal,Offer1,Branch,SUV,Medsize,2
3597,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3598,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3599,Washington,No,Extended,Master,Employed,F,Rural,Married,Personal,Offer3,Branch,Four-Door Car,Large,3
3600,California,No,Basic,College,Employed,M,Urban,Married,Personal,Offer4,Agent,Four-Door Car,Small,3
3601,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate,Offer4,Agent,Four-Door Car,Small,3
3602,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Branch,SUV,Medsize,2
3603,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3604,Arizona,No,Extended,College,Employed,F,Urban,Divorced,Personal,Offer2,Agent,SUV,Medsize,1
3605,Nevada,No,Extended,Doctor,Employed,F,Suburban,Married,Personal,Offer3,Web,Two-Door Car,Medsize,3
3606,Oregon,No,Extended,College,Employed,F,Suburban,Married,Special,Offer4,Web,Four-Door Car,Small,1
3607,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Small,2
3608,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Small,1
3609,Nevada,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,3
3610,California,No,Extended,College,Medical Leave,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3611,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,3
3612,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Offer2,Agent,Four-Door Car,Small,3
3613,Oregon,No,Premium,College,Employed,M,Suburban,Married,Special,Offer3,Call Center,Sports Car,Medsize,3
3614,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer3,Web,Two-Door Car,Small,1
3615,Nevada,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal,Offer1,Web,Four-Door Car,Medsize,3
3616,California,No,Basic,College,Employed,F,Urban,Divorced,Personal,Offer3,Web,SUV,Small,3
3617,Oregon,No,Extended,College,Disabled,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3618,Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,3
3619,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,1
3620,California,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Small,1
3621,Nevada,No,Extended,Doctor,Employed,M,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,1
3622,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3623,Nevada,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,2
3624,California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,2
3625,California,No,Extended,College,Employed,M,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3626,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Small,3
3627,California,No,Extended,College,Employed,M,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Medsize,3
3628,California,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate,Offer1,Agent,Four-Door Car,Small,3
3629,Arizona,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer3,Agent,SUV,Medsize,3
3630,Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate,Offer1,Web,Two-Door Car,Medsize,1
3631,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Branch,SUV,Small,1
3632,California,No,Extended,College,Employed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,1
3633,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Offer3,Web,SUV,Large,3
3634,Arizona,No,Basic,High School or Below,Disabled,F,Rural,Married,Personal,Offer3,Call Center,SUV,Medsize,2
3635,Oregon,No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate,Offer1,Branch,Two-Door Car,Medsize,3
3636,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Special,Offer2,Branch,Four-Door Car,Medsize,1
3637,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,2
3638,Washington,No,Basic,Master,Employed,M,Suburban,Single,Personal,Offer4,Web,Four-Door Car,Medsize,2
3639,Oregon,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal,Offer4,Call Center,Four-Door Car,Medsize,2
3640,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Offer3,Call Center,SUV,Medsize,1
3641,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Web,Four-Door Car,Medsize,3
3642,California,Yes,Basic,Master,Employed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,3
3643,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Call Center,SUV,Small,3
3644,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer2,Web,Two-Door Car,Medsize,3
3645,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Branch,Four-Door Car,Medsize,3
3646,Nevada,No,Extended,College,Employed,M,Urban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,2
3647,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Single,Corporate,Offer2,Agent,Four-Door Car,Large,3
3648,Nevada,No,Basic,High School or Below,Employed,M,Urban,Single,Special,Offer4,Agent,SUV,Small,3
3649,California,No,Extended,Master,Unemployed,F,Suburban,Married,Corporate,Offer3,Branch,Sports Car,Large,2
3650,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,3
3651,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,1
3652,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,1
3653,Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Single,Personal,Offer4,Call Center,Two-Door Car,Medsize,3
3654,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Special,Offer3,Branch,Sports Car,Medsize,3
3655,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Small,3
3656,Arizona,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,2
3657,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Medsize,2
3658,Nevada,Yes,Basic,College,Retired,M,Suburban,Married,Corporate,Offer2,Agent,Two-Door Car,Medsize,3
3659,California,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Small,2
3660,California,No,Basic,College,Employed,F,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,2
3661,California,No,Basic,College,Employed,M,Rural,Married,Corporate,Offer1,Agent,Four-Door Car,Large,3
3662,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,2
3663,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Sports Car,Medsize,2
3664,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Small,2
3665,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Small,3
3666,Nevada,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,1
3667,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Special,Offer4,Branch,Four-Door Car,Medsize,1
3668,Arizona,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal,Offer3,Branch,Two-Door Car,Medsize,2
3669,California,No,Basic,College,Employed,M,Rural,Single,Personal,Offer2,Call Center,Two-Door Car,Medsize,3
3670,California,No,Extended,College,Unemployed,M,Suburban,Married,Corporate,Offer1,Call Center,Four-Door Car,Large,1
3671,California,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Large,1
3672,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal,Offer2,Branch,SUV,Medsize,1
3673,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3674,Oregon,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,3
3675,California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
3676,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,1
3677,Arizona,No,Extended,Master,Employed,M,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Large,2
3678,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Small,3
3679,Arizona,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,3
3680,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3681,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer4,Agent,Two-Door Car,Small,3
3682,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Medsize,2
3683,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,Four-Door Car,Medsize,3
3684,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer3,Branch,SUV,Small,1
3685,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Call Center,SUV,Medsize,1
3686,Washington,No,Basic,High School or Below,Disabled,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,2
3687,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Web,SUV,Medsize,3
3688,Oregon,No,Basic,Doctor,Employed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
3689,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3690,California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,Offer1,Branch,Luxury Car,Medsize,3
3691,California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
3692,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer1,Call Center,SUV,Medsize,3
3693,California,No,Basic,Master,Employed,F,Rural,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,3
3694,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Agent,Sports Car,Large,1
3695,Washington,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Offer1,Web,SUV,Medsize,3
3696,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Small,2
3697,Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer2,Agent,Four-Door Car,Small,3
3698,Oregon,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,2
3699,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
3700,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,Offer3,Agent,SUV,Medsize,2
3701,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,2
3702,Arizona,No,Basic,College,Employed,M,Rural,Divorced,Corporate,Offer2,Call Center,Four-Door Car,Medsize,2
3703,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
3704,Oregon,No,Extended,High School or Below,Employed,F,Urban,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,1
3705,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3706,California,No,Extended,Bachelor,Employed,F,Urban,Single,Corporate,Offer1,Web,SUV,Medsize,2
3707,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Sports Car,Small,3
3708,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,2
3709,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate,Offer1,Branch,SUV,Medsize,3
3710,Oregon,No,Basic,College,Employed,M,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Large,3
3711,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Small,2
3712,Arizona,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal,Offer1,Agent,Four-Door Car,Large,2
3713,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate,Offer1,Web,Sports Car,Medsize,3
3714,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate,Offer1,Call Center,Four-Door Car,Medsize,2
3715,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,SUV,Small,2
3716,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3717,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3718,Washington,No,Basic,College,Employed,M,Urban,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3719,Oregon,No,Basic,Doctor,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Large,3
3720,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,2
3721,California,No,Basic,College,Employed,F,Rural,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3722,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Small,3
3723,California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Large,1
3724,California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate,Offer2,Agent,Two-Door Car,Medsize,3
3725,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer2,Agent,SUV,Medsize,3
3726,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Offer1,Agent,SUV,Medsize,3
3727,California,No,Basic,Master,Employed,M,Rural,Married,Special,Offer2,Branch,Two-Door Car,Medsize,3
3728,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Call Center,SUV,Medsize,1
3729,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,SUV,Medsize,2
3730,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Small,2
3731,Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Large,2
3732,Arizona,No,Extended,High School or Below,Employed,F,Rural,Single,Corporate,Offer1,Branch,SUV,Large,2
3733,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,2
3734,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Small,3
3735,Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Offer1,Web,Two-Door Car,Large,1
3736,Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3737,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3
3738,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,3
3739,Arizona,No,Basic,Master,Employed,F,Suburban,Married,Special,Offer2,Call Center,Four-Door Car,Medsize,3
3740,Arizona,No,Extended,Doctor,Unemployed,F,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,3
3741,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Luxury SUV,Medsize,3
3742,Arizona,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3743,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer3,Web,SUV,Medsize,3
3744,California,No,Basic,College,Employed,M,Suburban,Single,Personal,Offer4,Web,Four-Door Car,Small,2
3745,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
3746,Arizona,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Offer1,Branch,Sports Car,Large,1
3747,Nevada,No,Extended,College,Employed,F,Rural,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,2
3748,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,1
3749,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Sports Car,Medsize,3
3750,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,3
3751,California,No,Premium,Doctor,Employed,F,Urban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,3
3752,California,No,Premium,High School or Below,Employed,F,Urban,Divorced,Corporate,Offer1,Agent,Two-Door Car,Medsize,1
3753,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
3754,Nevada,No,Extended,High School or Below,Retired,M,Suburban,Married,Corporate,Offer1,Agent,Two-Door Car,Medsize,2
3755,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,Offer2,Branch,Two-Door Car,Medsize,2
3756,California,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Offer3,Call Center,Four-Door Car,Medsize,3
3757,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,1
3758,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,3
3759,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Special,Offer4,Web,Two-Door Car,Medsize,2
3760,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Offer3,Branch,Luxury SUV,Medsize,1
3761,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
3762,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3763,Oregon,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal,Offer2,Branch,SUV,Medsize,2
3764,California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,3
3765,California,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate,Offer4,Web,Four-Door Car,Medsize,3
3766,Arizona,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate,Offer2,Call Center,Two-Door Car,Medsize,3
3767,California,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,2
3768,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,3
3769,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal,Offer1,Branch,Four-Door Car,Small,1
3770,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,2
3771,California,No,Basic,Master,Employed,M,Suburban,Single,Personal,Offer4,Call Center,Two-Door Car,Medsize,3
3772,Arizona,No,Basic,Doctor,Disabled,F,Urban,Married,Personal,Offer2,Web,Two-Door Car,Medsize,2
3773,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,1
3774,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Small,3
3775,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,3
3776,Arizona,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,2
3777,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Small,2
3778,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate,Offer1,Agent,Four-Door Car,Medsize,2
3779,California,No,Basic,Bachelor,Medical Leave,M,Urban,Divorced,Personal,Offer4,Agent,Two-Door Car,Medsize,3
3780,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Sports Car,Large,3
3781,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Personal,Offer1,Branch,SUV,Medsize,3
3782,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,2
3783,Arizona,No,Basic,College,Medical Leave,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,1
3784,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal,Offer1,Agent,SUV,Medsize,3
3785,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer3,Agent,Four-Door Car,Small,3
3786,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,3
3787,Arizona,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Call Center,Sports Car,Medsize,3
3788,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Small,3
3789,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3790,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3791,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal,Offer2,Call Center,SUV,Medsize,3
3792,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Offer3,Web,Two-Door Car,Large,3
